id,cidade,cidade_estado,latitude,longitude,estado,valor
323,ENCRUZILHADA,ENCRUZILHADA - BA,-15.53,-40.9,BA,209306.6752
324,ENTRE RIOS,ENTRE RIOS - BA,-11.94,-38.08,BA,220662.6835
325,ERICO CARDOSO,ERICO CARDOSO - BA,-13.41,-42.14,BA,64690.25289
326,ESPLANADA,ESPLANADA - BA,-11.79,-37.94,BA,167091.0016
327,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA - BA,-10.5,-39.01,BA,345320.496
328,EUNAPOLIS,EUNAPOLIS - BA,-16.37,-39.58,BA,528077.0832
329,FATIMA,FATIMA - BA,-10.6,-38.21,BA,121256.8859
330,FEIRA DA MATA,FEIRA DA MATA - BA,-14.2,-44.28,BA,40027.21625
331,FEIRA DE SANTANA,FEIRA DE SANTANA - BA,-12.26,-38.96,BA,450487
332,FILADELFIA,FILADELFIA - BA,-10.74,-40.13,BA,110840.881
333,FIRMINO ALVES,FIRMINO ALVES - BA,-14.98,-39.92,BA,39924.22686
334,FLORESTA AZUL,FLORESTA AZUL - BA,-14.86,-39.66,BA,88516.50349
335,FORMOSA DO RIO PRETO,FORMOSA DO RIO PRETO - BA,-11.04,-45.19,BA,104309.3921
336,GANDU,GANDU - BA,-13.74,-39.48,BA,194801.4754
337,GAVIAO,GAVIAO - BA,-11.47,-39.78,BA,32270.0369
338,GENTIO DO OURO,GENTIO DO OURO - BA,-11.42,-42.5,BA,61096.15345
339,GLORIA,GLORIA - BA,-9.33,-38.25,BA,86852.99024
340,GONGOGI,GONGOGI - BA,-14.32,-39.46,BA,76437.77345
341,GOVERNADOR MANGABEIRA,GOVERNADOR MANGABEIRA - BA,-12.6,-39.04,BA,110174.9697
342,GUAJERU,GUAJERU - BA,-14.54,-41.94,BA,78819.75403
343,GUANAMBI,GUANAMBI - BA,-14.22,-42.78,BA,424822.131
344,GUARATINGA,GUARATINGA - BA,-16.58,-39.78,BA,160553.7651
345,HELIOPOLIS,HELIOPOLIS - BA,-10.68,-38.28,BA,77970.19555
346,IACU,IACU - BA,-12.76,-40.21,BA,186347.9065
347,IBIASSUCE,IBIASSUCE - BA,-14.25,-42.25,BA,74337.62116
348,IBICARAI,IBICARAI - BA,-14.86,-39.58,BA,204595.2832
349,IBICOARA,IBICOARA - BA,-13.41,-41.28,BA,58178.41539
350,IBICUI,IBICUI - BA,-14.84,-39.98,BA,92787.43475
351,IBIPEBA,IBIPEBA - BA,-11.64,-42.01,BA,100033.5817
352,IBIPITANGA,IBIPITANGA - BA,-12.88,-42.48,BA,86240.04382
353,IBIQUERA,IBIQUERA - BA,-12.65,-40.93,BA,30235.80997
354,IBIRAPITANGA,IBIRAPITANGA - BA,-14.16,-39.37,BA,156107.109
355,IBIRAPUA,IBIRAPUA - BA,-17.68,-40.1,BA,51520.01369
356,IBIRATAIA,IBIRATAIA - BA,-14.06,-39.64,BA,155682.0126
357,IBITIARA,IBITIARA - BA,-12.65,-42.21,BA,95180.39796
358,IBITITA,IBITITA - BA,-11.54,-41.97,BA,105603.6503
359,IBOTIRAMA,IBOTIRAMA - BA,-12.18,-43.22,BA,145962.8718
360,ICHU,ICHU - BA,-11.74,-39.19,BA,60135.13634
361,IGAPORA,IGAPORA - BA,-13.77,-42.71,BA,100362.0445
362,IGRAPIUNA,IGRAPIUNA - BA,-13.82,-39.14,BA,86514.3192
363,IGUAI,IGUAI - BA,-14.75,-40.08,BA,146100.65
364,ILHEUS,ILHEUS - BA,-14.78,-39.04,BA,1563450.268
365,INHAMBUPE,INHAMBUPE - BA,-11.78,-38.35,BA,161951.5747
366,IPECAETA,IPECAETA - BA,-12.3,-39.3,BA,106162.1409
367,IPIAU,IPIAU - BA,-14.13,-39.73,BA,261102.7104
368,IPIRA,IPIRA - BA,-12.15,-39.73,BA,423127.1615
369,IPUPIARA,IPUPIARA - BA,-11.82,-42.61,BA,55293.24464
370,IRAJUBA,IRAJUBA - BA,-13.25,-40.08,BA,44666.83649
371,IRAMAIA,IRAMAIA - BA,-13.28,-40.95,BA,112380.7453
372,IRAQUARA,IRAQUARA - BA,-12.24,-41.61,BA,122687.6841
373,IRARA,IRARA - BA,-12.05,-38.76,BA,148969.4006
374,IRECE,IRECE - BA,-11.3,-41.85,BA,343495.5826
375,ITABELA,ITABELA - BA,-16.57,-39.55,BA,164404.1806
376,ITABERABA,ITABERABA - BA,-12.52,-40.3,BA,339562.8224
377,ITABUNA,ITABUNA - BA,-14.78,-39.28,BA,1129894.175
378,ITACARE,ITACARE - BA,-14.27,-38.99,BA,99048.84676
379,ITAETE,ITAETE - BA,-12.98,-40.97,BA,91284.84053
380,ITAGI,ITAGI - BA,-14.16,-40,BA,97100.05228
381,ITAGIBA,ITAGIBA - BA,-14.28,-39.84,BA,96712.63999
382,ITAGIMIRIM,ITAGIMIRIM - BA,-16.08,-39.61,BA,48331.89015
383,ITAGUACU DA BAHIA,ITAGUACU DA BAHIA - BA,-11.01,-42.39,BA,91491.06399
384,ITAJU DO COLONIA,ITAJU DO COLONIA - BA,-15.14,-39.72,BA,55417.76277
385,ITAJUIPE,ITAJUIPE - BA,-14.67,-39.37,BA,164010.8868
386,ITAMARAJU,ITAMARAJU - BA,-17.03,-39.53,BA,426163.062
387,ITAMARI,ITAMARI - BA,-13.77,-39.68,BA,55301.37797
388,ITAMBE,ITAMBE - BA,-15.24,-40.62,BA,188361.2853
389,ITANAGRA,ITANAGRA - BA,-12.26,-38.04,BA,28838.35807
390,ITANHEM,ITANHEM - BA,-17.16,-40.33,BA,141035.0397
391,ITAPARICA,ITAPARICA - BA,-12.88,-38.67,BA,108867.9001
392,ITAPE,ITAPE - BA,-14.89,-39.42,BA,93829.35676
393,ITAPEBI,ITAPEBI - BA,-15.95,-39.53,BA,73654.58495
394,ITAPETINGA,ITAPETINGA - BA,-15.24,-40.24,BA,365307.7145
395,ITAPICURU,ITAPICURU - BA,-11.31,-38.23,BA,164949.0724
396,ITAPITANGA,ITAPITANGA - BA,-14.42,-39.56,BA,66101.02601
397,ITAQUARA,ITAQUARA - BA,-13.45,-39.94,BA,47982.43301
398,ITARANTIM,ITARANTIM - BA,-15.66,-40.06,BA,98326.29878
399,ITATIM,ITATIM - BA,-12.71,-39.69,BA,72823.65624
400,ITIRUCU,ITIRUCU - BA,-13.53,-40.15,BA,83451.00573
401,ITIUBA,ITIUBA - BA,-10.69,-39.85,BA,217452.1143
402,ITORORO,ITORORO - BA,-15.11,-40.07,BA,124760.6682
403,ITUACU,ITUACU - BA,-13.81,-41.29,BA,129980.9026
404,ITUBERA,ITUBERA - BA,-13.73,-39.14,BA,134449.0711
405,IUIU,IUIU - BA,-14.41,-43.55,BA,78569.13207
406,JABORANDI,JABORANDI - BA,-13.61,-44.43,BA,64873.0324
407,JACARACI,JACARACI - BA,-14.85,-42.43,BA,90064.31943
408,JACOBINA,JACOBINA - BA,-11.18,-40.51,BA,555897.3053
409,JAGUAQUARA,JAGUAQUARA - BA,-13.53,-39.97,BA,259718.7718
410,JAGUARARI,JAGUARARI - BA,-10.26,-40.19,BA,237944.8144
411,JAGUARIPE,JAGUARIPE - BA,-13.11,-38.89,BA,88467.52882
412,JANDAIRA,JANDAIRA - BA,-11.56,-37.78,BA,61135.45223
413,JEQUIE,JEQUIE - BA,-13.85,-40.08,BA,1055190.403
414,JEREMOABO,JEREMOABO - BA,-10.06,-38.35,BA,214798.6201
415,JIQUIRICA,JIQUIRICA - BA,-13.25,-39.57,BA,90327.36386
416,JITAUNA,JITAUNA - BA,-14.01,-39.88,BA,104401.5495
417,JOAO DOURADO,JOAO DOURADO - BA,-11.35,-41.66,BA,117460.0656
418,JUAZEIRO,JUAZEIRO - BA,-9.41,-40.5,BA,1092362.177
419,JUCURUCU,JUCURUCU - BA,-16.84,-40.15,BA,78973.46527
420,JUSSARA,JUSSARA - BA,-11.04,-41.96,BA,84408.3208
421,JUSSARI,JUSSARI - BA,-15.19,-39.49,BA,56462.38634
422,JUSSIAPE,JUSSIAPE - BA,-13.51,-41.59,BA,72520.92197
423,LAFAIETE COUTINHO,LAFAIETE COUTINHO - BA,-13.65,-40.21,BA,32493.95758
424,LAGOA REAL,LAGOA REAL - BA,-14.03,-42.14,BA,82326.87689
425,LAJE,LAJE - BA,-13.18,-39.42,BA,126955.7449
426,LAJEDAO,LAJEDAO - BA,-17.61,-40.34,BA,23195.79284
427,LAJEDINHO,LAJEDINHO - BA,-12.35,-40.9,BA,30452.31491
428,LAJEDO DO TABOCAL,LAJEDO DO TABOCAL - BA,-13.47,-40.22,BA,57800.05
429,LAMARAO,LAMARAO - BA,-11.78,-38.9,BA,66900.21192
430,LAPAO,LAPAO - BA,-11.38,-41.83,BA,134558.7815
431,LAURO DE FREITAS,LAURO DE FREITAS - BA,-12.89,-38.32,BA,619047.2912
432,LENCOIS,LENCOIS - BA,-12.56,-41.39,BA,60346.66763
433,LICINIO DE ALMEIDA,LICINIO DE ALMEIDA - BA,-14.68,-42.5,BA,87179.11247
434,LIVRAMENTO DO BRUMADO,LIVRAMENTO DO BRUMADO - BA,-13.64,-41.84,BA,211958.2782
435,MACAJUBA,MACAJUBA - BA,-12.13,-40.36,BA,71251.54338
436,MACARANI,MACARANI - BA,-15.56,-40.42,BA,113596.6608
437,MACAUBAS,MACAUBAS - BA,-13.01,-42.69,BA,246838.6756
438,MACURURE,MACURURE - BA,-9.16,-39.05,BA,46830.34317
439,MADRE DE DEUS,MADRE DE DEUS - BA,-12.74,-38.62,BA,69056.45975
440,MAETINGA,MAETINGA - BA,-14.66,-41.49,BA,75506.39449
441,MAIQUINIQUE,MAIQUINIQUE - BA,-15.62,-40.26,BA,45726.01368
442,MAIRI,MAIRI - BA,-11.71,-40.14,BA,115853.9828
443,MALHADA,MALHADA - BA,-14.33,-43.77,BA,90447.40878
444,MALHADA DE PEDRAS,MALHADA DE PEDRAS - BA,-14.38,-41.87,BA,49293.40436
445,MANOEL VITORINO,MANOEL VITORINO - BA,-14.14,-40.24,BA,106561.2356
446,MANSIDAO,MANSIDAO - BA,-10.71,-44.03,BA,67459.49653
447,MARACAS,MARACAS - BA,-13.44,-40.43,BA,193326.3891
448,MARAGOGIPE,MARAGOGIPE - BA,-12.77,-38.91,BA,227947.0064
449,MARAU,MARAU - BA,-14.1,-39.01,BA,118246.6816
450,MARCIONILIO SOUZA,MARCIONILIO SOUZA - BA,-13,-40.53,BA,93592.59801
451,MASCOTE,MASCOTE - BA,-15.56,-39.3,BA,104505.1823
452,MATA DE SAO JOAO,MATA DE SAO JOAO - BA,-12.53,-38.29,BA,205502.3668
453,MATINA,MATINA - BA,-13.9,-42.84,BA,60530.88318
454,MEDEIROS NETO,MEDEIROS NETO - BA,-17.37,-40.22,BA,156315.9549
455,MIGUEL CALMON,MIGUEL CALMON - BA,-11.42,-40.59,BA,215077.7988
456,MILAGRES,MILAGRES - BA,-12.87,-39.85,BA,78708.38663
457,MIRANGABA,MIRANGABA - BA,-10.95,-40.57,BA,114244.4505
458,MIRANTE,MIRANTE - BA,-14.24,-40.77,BA,67364.29659
459,MONTE SANTO,MONTE SANTO - BA,-10.43,-39.33,BA,357426.4287
460,MORPARA,MORPARA - BA,-11.55,-43.28,BA,58990.87248
461,MORRO DO CHAPEU,MORRO DO CHAPEU - BA,-11.55,-41.15,BA,205265.3033
462,MORTUGABA,MORTUGABA - BA,-15.02,-42.36,BA,83151.27672
463,MUCUGE,MUCUGE - BA,-13,-41.37,BA,82048.70481
464,MUCURI,MUCURI - BA,-18.08,-39.55,BA,158169.9154
465,MULUNGU DO MORRO,MULUNGU DO MORRO - BA,-11.96,-41.63,BA,92049.7058
466,MUNDO NOVO,MUNDO NOVO - BA,-11.85,-40.47,BA,149656.0234
467,MUNIZ FERREIRA,MUNIZ FERREIRA - BA,-13,-39.11,BA,42166.5311
468,MUQUEM DE SAO FRANCISCO,MUQUEM DE SAO FRANCISCO - BA,-12.06,-43.54,BA,61861.68227
469,MURITIBA,MURITIBA - BA,-12.62,-38.99,BA,184761.2582
470,MUTUIPE,MUTUIPE - BA,-13.22,-39.5,BA,136480.7311
471,NAZARE,NAZARE - BA,-13.03,-39.01,BA,165037.3673
472,NILO PECANHA,NILO PECANHA - BA,-13.59,-39.1,BA,105898.8863
473,NORDESTINA,NORDESTINA - BA,-10.82,-39.42,BA,63078.61139
474,NOVA CANAA,NOVA CANAA - BA,-14.79,-40.14,BA,89999.07494
475,NOVA FATIMA,NOVA FATIMA - BA,-11.6,-39.63,BA,47434.93273
476,NOVA IBIA,NOVA IBIA - BA,-13.81,-39.62,BA,80014.99217
477,NOVA ITARANA,NOVA ITARANA - BA,-13.02,-40.06,BA,43275.84302
478,NOVA REDENCAO,NOVA REDENCAO - BA,-12.81,-41.07,BA,85197.77131
479,NOVA SOURE,NOVA SOURE - BA,-11.23,-38.48,BA,153050.2506
480,NOVA VICOSA,NOVA VICOSA - BA,-17.89,-39.37,BA,184301.3617
481,NOVO HORIZONTE,NOVO HORIZONTE - BA,-12.8,-42.16,BA,73259.39444
482,NOVO TRIUNFO,NOVO TRIUNFO - BA,-10.31,-38.4,BA,81340.89455
483,OLINDINA,OLINDINA - BA,-11.36,-38.33,BA,142357.7714
484,OLIVEIRA DOS BREJINHOS,OLIVEIRA DOS BREJINHOS - BA,-12.31,-42.89,BA,145579.9777
485,OURICANGAS,OURICANGAS - BA,-12.01,-38.61,BA,46519.32059
486,OUROLANDIA,OUROLANDIA - BA,-10.97,-41.08,BA,86268.56337
487,PALMAS DE MONTE ALTO,PALMAS DE MONTE ALTO - BA,-14.26,-43.16,BA,127019.3309
488,PALMEIRAS,PALMEIRAS - BA,-12.52,-41.55,BA,69873.82924
489,PARAMIRIM,PARAMIRIM - BA,-13.44,-42.23,BA,166887.9365
490,PARATINGA,PARATINGA - BA,-12.69,-43.18,BA,168561.7824
491,PARIPIRANGA,PARIPIRANGA - BA,-10.68,-37.86,BA,162687.1463
492,PAU BRASIL,PAU BRASIL - BA,-15.46,-39.65,BA,84419.09746
493,PAULO AFONSO,PAULO AFONSO - BA,-9.4,-38.22,BA,610697.6507
494,PE DE SERRA,PE DE SERRA - BA,-11.83,-39.61,BA,78585.60474
495,PEDRAO,PEDRAO - BA,-12.15,-38.65,BA,44526.54835
496,PEDRO ALEXANDRE,PEDRO ALEXANDRE - BA,-10.01,-37.89,BA,106148.1129
497,PIATA,PIATA - BA,-13.15,-41.77,BA,116853.3645
498,PILAO ARCADO,PILAO ARCADO - BA,-10,-42.5,BA,201027.3071
499,PINDAI,PINDAI - BA,-14.49,-42.68,BA,95603.23148
500,PINDOBACU,PINDOBACU - BA,-10.74,-40.36,BA,149146.2922
501,PINTADAS,PINTADAS - BA,-11.81,-39.9,BA,65359.87105
502,PIRAI DO NORTE,PIRAI DO NORTE - BA,-13.76,-39.37,BA,116347.148
503,PIRIPA,PIRIPA - BA,-14.94,-41.72,BA,98666.59123
504,PIRITIBA,PIRITIBA - BA,-11.73,-40.55,BA,123923.2592
505,PLANALTINO,PLANALTINO - BA,-13.25,-40.36,BA,50858.42337
506,PLANALTO,PLANALTO - BA,-14.67,-40.47,BA,146135.546
507,POCOES,POCOES - BA,-14.53,-40.36,BA,270096.8171
508,POJUCA,POJUCA - BA,-12.43,-38.32,BA,159916.4991
509,PONTO NOVO,PONTO NOVO - BA,-10.86,-40.13,BA,112070.1708
510,PORTO SEGURO,PORTO SEGURO - BA,-16.45,-39.06,BA,424348.4851
511,POTIRAGUA,POTIRAGUA - BA,-15.59,-39.87,BA,100470.5441
512,PRADO,PRADO - BA,-17.34,-39.22,BA,157085.2382
513,PRESIDENTE DUTRA,PRESIDENTE DUTRA - BA,-11.29,-41.98,BA,89032.64783
514,PRESIDENTE JANIO QUADROS,PRESIDENTE JANIO QUADROS - BA,-14.68,-41.67,BA,118091.6097
515,PRESIDENTE TANCREDO NEVES,PRESIDENTE TANCREDO NEVES - BA,-13.44,-39.42,BA,108236.5334
516,QUEIMADAS,QUEIMADAS - BA,-10.97,-39.62,BA,143418.0802
517,QUIJINGUE,QUIJINGUE - BA,-10.75,-39.21,BA,152159.1073
518,QUIXABEIRA,QUIXABEIRA - BA,-11.41,-40.12,BA,90398.52757
519,RAFAEL JAMBEIRO,RAFAEL JAMBEIRO - BA,-12.4,-39.5,BA,150027.1925
520,REMANSO,REMANSO - BA,-9.62,-42.08,BA,204937.4197
521,RETIROLANDIA,RETIROLANDIA - BA,-11.49,-39.42,BA,80261.95003
522,RIACHAO DAS NEVES,RIACHAO DAS NEVES - BA,-11.74,-44.91,BA,135321.236
523,RIACHAO DO JACUIPE,RIACHAO DO JACUIPE - BA,-11.81,-39.38,BA,201236.3409
524,RIACHO DE SANTANA,RIACHO DE SANTANA - BA,-13.6,-42.93,BA,200206.2474
525,RIBEIRA DO AMPARO,RIBEIRA DO AMPARO - BA,-11.04,-38.43,BA,83967.62801
526,RIBEIRA DO POMBAL,RIBEIRA DO POMBAL - BA,-10.83,-38.53,BA,286259.5172
527,RIBEIRAO DO LARGO,RIBEIRAO DO LARGO - BA,-15.45,-40.73,BA,85028.40075
528,RIO DE CONTAS,RIO DE CONTAS - BA,-13.57,-41.81,BA,89677.05449
529,RIO DO ANTONIO,RIO DO ANTONIO - BA,-14.41,-42.07,BA,96707.76265
530,RIO DO PIRES,RIO DO PIRES - BA,-13.12,-42.29,BA,76103.63098
531,RIO REAL,RIO REAL - BA,-11.48,-37.93,BA,192678.2974
532,RODELAS,RODELAS - BA,-8.85,-38.75,BA,37019.33469
533,RUY BARBOSA,RUY BARBOSA - BA,-12.28,-40.49,BA,180457.3642
534,SALINAS DA MARGARIDA,SALINAS DA MARGARIDA - BA,-12.87,-38.76,BA,62090.89849
535,SALVADOR,SALVADOR - BA,-12.97,-38.51,BA,2211539
536,SANTA BARBARA,SANTA BARBARA - BA,-11.95,-38.97,BA,105070.815
537,SANTA BRIGIDA,SANTA BRIGIDA - BA,-9.73,-38.12,BA,109304.2922
538,SANTA CRUZ CABRALIA,SANTA CRUZ CABRALIA - BA,-16.27,-39.02,BA,120060.5447
539,SANTA CRUZ DA VITORIA,SANTA CRUZ DA VITORIA - BA,-14.96,-39.81,BA,46638.98827
540,SANTA INES,SANTA INES - BA,-13.29,-39.81,BA,69760.05888
541,SANTA LUZIA,SANTA LUZIA - BA,-15.42,-39.33,BA,99386.482
542,SANTA MARIA DA VITORIA,SANTA MARIA DA VITORIA - BA,-13.39,-44.19,BA,263942.6814
543,SANTA RITA DE CASSIA,SANTA RITA DE CASSIA - BA,-11,-44.51,BA,142393.3976
544,SANTA TERESINHA,SANTA TERESINHA - BA,-12.77,-39.52,BA,55667.80527
545,SANTALUZ,SANTALUZ - BA,-11.25,-39.37,BA,197628.1321
546,SANTANA,SANTANA - BA,-12.98,-44.05,BA,151847.6619
547,SANTANOPOLIS,SANTANOPOLIS - BA,-12.01,-38.86,BA,59512.17689
548,SANTO AMARO,SANTO AMARO - BA,-12.54,-38.71,BA,377892.4945
549,SANTO ANTONIO DE JESUS,SANTO ANTONIO DE JESUS - BA,-12.96,-39.26,BA,473138.3387
550,SANTO ESTEVAO,SANTO ESTEVAO - BA,-12.43,-39.25,BA,246334.2171
551,SAO DESIDERIO,SAO DESIDERIO - BA,-12.36,-44.97,BA,115827.3846
552,SAO DOMINGOS,SAO DOMINGOS - BA,-11.5,-39.54,BA,54454.29089
553,SAO FELIPE,SAO FELIPE - BA,-12.84,-39.08,BA,135449.588
554,SAO FELIX,SAO FELIX - BA,-12.6,-38.97,BA,84570.26318
555,SAO FELIX DO CORIBE,SAO FELIX DO CORIBE - BA,-13.4,-44.19,BA,77687.12405
556,SAO FRANCISCO DO CONDE,SAO FRANCISCO DO CONDE - BA,-12.62,-38.68,BA,157772.34
557,SAO GABRIEL,SAO GABRIEL - BA,-11.22,-41.91,BA,121965.1742
558,SAO GONCALO DOS CAMPOS,SAO GONCALO DOS CAMPOS - BA,-12.43,-38.96,BA,158873.4924
559,SAO JOSE DA VITORIA,SAO JOSE DA VITORIA - BA,-15.08,-39.33,BA,44409.61962
560,SAO JOSE DO JACUIPE,SAO JOSE DO JACUIPE - BA,-11.41,-39.86,BA,100243.0305
561,SAO MIGUEL DAS MATAS,SAO MIGUEL DAS MATAS - BA,-13.04,-39.45,BA,64289.67121
562,SAO SEBASTIAO DO PASSE,SAO SEBASTIAO DO PASSE - BA,-12.51,-38.49,BA,237388.0484
563,SAPEACU,SAPEACU - BA,-12.72,-39.18,BA,99556.98983
564,SATIRO DIAS,SATIRO DIAS - BA,-11.6,-38.6,BA,106465.4688
565,SAUBARA,SAUBARA - BA,-12.73,-38.76,BA,63935.26357
566,SAUDE,SAUDE - BA,-10.94,-40.41,BA,114007.0645
567,SEABRA,SEABRA - BA,-12.41,-41.77,BA,278632.7781
568,SEBASTIAO LARANJEIRAS,SEBASTIAO LARANJEIRAS - BA,-14.57,-42.94,BA,53665.11433
569,SENHOR DO BONFIM,SENHOR DO BONFIM - BA,-10.46,-40.19,BA,593079.2743
570,SENTO SE,SENTO SE - BA,-9.74,-41.88,BA,206951.2099
571,SERRA DO RAMALHO,SERRA DO RAMALHO - BA,-13.57,-43.59,BA,206394.1184
572,SERRA DOURADA,SERRA DOURADA - BA,-12.76,-43.95,BA,118861.9617
573,SERRA PRETA,SERRA PRETA - BA,-12.16,-39.33,BA,115049.7782
574,SERRINHA,SERRINHA - BA,-11.66,-39,BA,511954.7672
575,SERROLANDIA,SERROLANDIA - BA,-11.41,-40.3,BA,81269.81047
576,SIMOES FILHO,SIMOES FILHO - BA,-12.78,-38.4,BA,527566.7102
577,SITIO DO MATO,SITIO DO MATO - BA,-13.08,-43.46,BA,62887.93561
578,SITIO DO QUINTO,SITIO DO QUINTO - BA,-10.35,-38.21,BA,87737.62693
579,SOBRADINHO,SOBRADINHO - BA,-9.45,-40.82,BA,130965.9123
580,SOUTO SOARES,SOUTO SOARES - BA,-12.08,-41.63,BA,116728.6474
581,TABOCAS DO BREJO VELHO,TABOCAS DO BREJO VELHO - BA,-12.7,-44,BA,78879.73956
582,TANHACU,TANHACU - BA,-14.02,-41.24,BA,125218.2764
583,TANQUE NOVO,TANQUE NOVO - BA,-13.54,-42.49,BA,98579.06999
584,TANQUINHO,TANQUINHO - BA,-11.97,-39.1,BA,53143.97403
585,TAPEROA,TAPEROA - BA,-13.53,-39.09,BA,111993.2192
586,TAPIRAMUTA,TAPIRAMUTA - BA,-11.84,-40.79,BA,94848.0709
587,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS - BA,-17.53,-39.74,BA,633595.1698
588,TEODORO SAMPAIO,TEODORO SAMPAIO - BA,-12.29,-38.62,BA,55785.0036
589,TEOFILANDIA,TEOFILANDIA - BA,-11.48,-38.99,BA,140744.8729
590,TEOLANDIA,TEOLANDIA - BA,-13.6,-39.49,BA,79913.46845
591,TERRA NOVA,TERRA NOVA - BA,-12.39,-38.62,BA,84680.40179
592,TREMEDAL,TREMEDAL - BA,-14.97,-41.41,BA,148949.1336
593,TUCANO,TUCANO - BA,-10.96,-38.78,BA,280499.4914
594,UAUA,UAUA - BA,-9.84,-39.48,BA,159256.821
595,UBAIRA,UBAIRA - BA,-13.26,-39.66,BA,172045.8933
596,UBAITABA,UBAITABA - BA,-14.31,-39.32,BA,151810.7029
597,UBATA,UBATA - BA,-14.21,-39.52,BA,153081.1384
598,UIBAI,UIBAI - BA,-11.33,-42.13,BA,80162.42963
599,UMBURANAS,UMBURANAS - BA,-10.73,-41.32,BA,98064.17146
600,UNA,UNA - BA,-15.29,-39.07,BA,190155.1932
601,URANDI,URANDI - BA,-14.77,-42.65,BA,109791.5949
602,URUCUCA,URUCUCA - BA,-14.59,-39.28,BA,157613.3612
603,UTINGA,UTINGA - BA,-12.08,-41.09,BA,123293.7165
604,VALENCA,VALENCA - BA,-13.37,-39.07,BA,474820.4237
605,VALENTE,VALENTE - BA,-11.41,-39.46,BA,112358.7264
606,VARZEA DA ROCA,VARZEA DA ROCA - BA,-11.6,-40.13,BA,93776.80739
607,VARZEA DO POCO,VARZEA DO POCO - BA,-11.52,-40.32,BA,70355.52379
608,VARZEA NOVA,VARZEA NOVA - BA,-11.25,-40.94,BA,76455.00445
609,VARZEDO,VARZEDO - BA,-12.97,-39.39,BA,53563.37731
610,VERA CRUZ,VERA CRUZ - BA,-12.96,-38.6,BA,168332.536
611,VEREDA,VEREDA - BA,-17.22,-40.09,BA,49134.36254
612,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA - BA,-14.86,-40.83,BA,1673102.833
613,WAGNER,WAGNER - BA,-12.28,-41.16,BA,53454.24985
614,WANDERLEY,WANDERLEY - BA,-12.12,-43.88,BA,88299.6727
615,WENCESLAU GUIMARAES,WENCESLAU GUIMARAES - BA,-13.68,-39.47,BA,148415.4421
616,XIQUE-XIQUE,XIQUE-XIQUE - BA,-10.82,-42.73,BA,281910.3992
617,ABAIARA,ABAIARA - CE,-7.35,-39.04,CE,46976.15555
618,ACARAPE,ACARAPE - CE,-4.22,-38.7,CE,75538.97634
619,ACARAU,ACARAU - CE,-2.88,-40.12,CE,305221.2735
620,ACOPIARA,ACOPIARA - CE,-6.09,-39.45,CE,329203.9893
621,AIUABA,AIUABA - CE,-6.57,-40.12,CE,83189.17417
622,ALCANTARAS,ALCANTARAS - CE,-3.58,-40.54,CE,60243.88123
623,ALTANEIRA,ALTANEIRA - CE,-7,-39.74,CE,37886.54157
624,ALTO SANTO,ALTO SANTO - CE,-5.52,-38.27,CE,89323.37319
625,AMONTADA,AMONTADA - CE,-3.49,-39.57,CE,174616.4775
626,ANTONINA DO NORTE,ANTONINA DO NORTE - CE,-6.77,-39.98,CE,38136.89026
627,APUIARES,APUIARES - CE,-3.94,-39.43,CE,75511.7974
628,AQUIRAZ,AQUIRAZ - CE,-3.9,-38.39,CE,345075.1871
629,ARACATI,ARACATI - CE,-4.56,-37.77,CE,371158.3532
630,ARACOIABA,ARACOIABA - CE,-4.37,-38.81,CE,152346.5345
631,ARARENDA,ARARENDA - CE,-4.75,-40.83,CE,69331.41465
632,ARARIPE,ARARIPE - CE,-7.21,-40.04,CE,111088.7047
633,ARATUBA,ARATUBA - CE,-4.41,-39.04,CE,72050.53494
634,ARNEIROZ,ARNEIROZ - CE,-6.32,-40.16,CE,47822.82974
635,ASSARE,ASSARE - CE,-6.87,-39.87,CE,122672.184
636,AURORA,AURORA - CE,-6.94,-38.96,CE,159285.0096
637,BAIXIO,BAIXIO - CE,-6.73,-38.71,CE,41671.97834
638,BANABUIU,BANABUIU - CE,-5.31,-38.92,CE,101431.3664
639,BARBALHA,BARBALHA - CE,-7.3,-39.3,CE,292066.9806
640,BARREIRA,BARREIRA - CE,-4.28,-38.64,CE,109019.6014
641,BARRO,BARRO - CE,-7.17,-38.78,CE,133707.9871
642,BARROQUINHA,BARROQUINHA - CE,-3.01,-41.13,CE,79223.58516
643,BATURITE,BATURITE - CE,-4.32,-38.88,CE,178166.6087
644,BEBERIBE,BEBERIBE - CE,-4.18,-38.13,CE,244733.7599
645,BELA CRUZ,BELA CRUZ - CE,-3.05,-40.16,CE,186021.4927
646,BOA VIAGEM,BOA VIAGEM - CE,-5.12,-39.73,CE,294414.1542
647,BREJO SANTO,BREJO SANTO - CE,-7.49,-38.98,CE,218524.5685
648,CAMOCIM,CAMOCIM - CE,-2.9,-40.84,CE,324666.0768
649,CAMPOS SALES,CAMPOS SALES - CE,-7.07,-40.37,CE,166770.738
650,CANINDE,CANINDE - CE,-4.35,-39.31,CE,427050.0692
651,CAPISTRANO,CAPISTRANO - CE,-4.47,-38.9,CE,93520.29881
652,CARIDADE,CARIDADE - CE,-4.23,-39.19,CE,85606.71391
653,CARIRE,CARIRE - CE,-3.95,-40.47,CE,114821.5985
